State	District	First Name	Last Name	Party	Votes	Vote fraction	Winner
AL	01	Jo	Bonner	REP	129063	0.82584	
AL	01	David	Walter	CPA	26357	0.16865	
AL	01		Scattered	W	861	0.00551	
AL	02	Martha	Roby	REP	111645	0.50973	
AL	02	Bobby	Bright	DEM	106865	0.48791	
AL	02		Scattered	W	518	0.00236	
AL	03	Mike	Rogers	REP	117736	0.59421	
AL	03	Steve	Segrest	DEM	80204	0.40479	
AL	03		Scattered	W	199	0.00100	
AL	04	Robert	Aderholt	REP	167714	0.98817	
AL	04		Scattered	W	2007	0.01183	
AL	05	Mo	Brooks	REP	131109	0.57887	
AL	05	Steve	Raby	DEM	95192	0.42029	
AL	05		Scattered	W	189	0.00083	
AL	06	Spencer	Bachus	REP	205288	0.98053	
AL	06		Scattered	W	4076	0.01947	
AL	07	Terri A.	Sewell	DEM	136696	0.72432	
AL	07	Don	Chamberlain	REP	51890	0.27495	
AL	07		Scattered	W	138	0.00073	
AL	S	Richard C.	Shelby	REP	968181	0.65175	
AL	S	William G.	Barnes	DEM	515619	0.34710	
AL	S		Scattered	W	1699	0.00114	
AK	00	Don	Young	REP	175384	0.68958	
AK	00	Harry T., Jr.	Crawford	DEM	77606	0.30513	
AK	00		Scattered	W	1345	0.00529	
AK	S	Lisa	Murkowski	REP/W***	92931	0.36084	
AK	S	Joe	Miller	REP	90839	0.35272	
AK	S	Scott T.	McAdams	DEM	60045	0.23315	
AK	S		Murkowski	W (Challenged Counted)	8160	0.03168	
AK	S		Murkowski	W (Challenged NOT Counted)	2035	0.00790	
AK	S	Fredrick "David"	Haase	LIB	1459	0.00567	
AK	S	Tim	Carter	NAF	927	0.00360	
AK	S		Other - Misc. Names	W	602	0.00234	
AK	S	Ted	Gianoutsos	NAF	458	0.00178	
AK	S	Joe	Miller	W	21	0.00008	
AK	S	Sid	Hill	W	13	0.00005	
AK	S		McAdams	W	8	0.00003	
AK	S	Edward D.	Marin Jr.	W	6	0.00002	
AK	S	Red K.	Bradley	W	3	0.00001	
AK	S	Guy A.	Cummins	W	2	0.00001	
AK	S	Lisa M.	Lackey	W	2	0.00001	
AK	S	Richard	McGahan	W	2	0.00001	
AK	S	Marvin Roger	Moser	W	2	0.00001	
AK	S	Karen	Perry	W	2	0.00001	
AK	S	Eileen M.	Ransom	W	2	0.00001	
AK	S	Jed	Whittaker	W	2	0.00001	
AK	S	Michael	Ames	W	1	0.00000	
AK	S	Kevin	Austin	W	1	0.00000	
AK	S	David E.	Beeman	W	1	0.00000	
AK	S	Vicky L.	Beeman	W	1	0.00000	
AK	S	David	Boyle	W	1	0.00000	
AK	S	Michael	Butler	W	1	0.00000	
AK	S	Margaret A.	Crowell	W	1	0.00000	
AK	S	Chris S.	Dillingham	W	1	0.00000	
AK	S	David S.	George	W	1	0.00000	
AK	S	Alan D.	Humphries	W	1	0.00000	
AK	S	Petter M.	Johnson	W	1	0.00000	
AK	S	Eric C.	Kelly	W	1	0.00000	
AK	S	Bill	Klemme	W	1	0.00000	
AK	S	Marjori	Landis-Beck	W	1	0.00000	
AK	S	Anthony	Rice	W	1	0.00000	
AK	S	Thompson	Steve	W	1	0.00000	
AK	S	Georgia Lee	Tolbert	W	1	0.00000	
AS	00	Eni F.H.	Faleomavaega	DEM	6182	0.56405	
AS	00	Aumua	Amata	REP	4422	0.40347	
AS	00	Tuika	Tuika	NNE	356	0.03248	
AZ	01	Paul	Gosar	REP	112816	0.49717	
AZ	01	Ann	Kirkpatrick	DEM	99233	0.43731	
AZ	01	Nicole	Patti	W(LIB)/LIB	14869	0.06553	
AZ	02	Trent	Franks	REP	173173	0.64885	
AZ	02	John	Thrasher	DEM	82891	0.31058	
AZ	02	Powell	Gammill	LIB	10820	0.04054	
AZ	02	Crum	William	W	8	0.00003	
AZ	02	Mark	Rankin	W	2	0.00001	
AZ	03	Ben	Quayle	REP	108689	0.52236	
AZ	03	Jon	Hulburd	DEM	85610	0.41145	
AZ	03	Michael	Shoen	LIB	10478	0.05036	
AZ	03	Leonard	Clark	W(GRE)/GRE	3294	0.01583	
AZ	04	Ed	Pastor	DEM	61524	0.66942	
AZ	04	Janet	Contreras	REP	25300	0.27528	
AZ	04	Joe	Cobb	LIB	2718	0.02957	
AZ	04	Rebecca	Dewitt	GRE	2365	0.02573	
AZ	05	David	Schweikert	REP	110374	0.52002	
AZ	05	Harry	Mitchell	DEM	91749	0.43227	
AZ	05	Nick	Coons	LIB	10127	0.04771	
AZ	06	Jeff	Flake	REP	165649	0.66424	
AZ	06	Rebecca	Schneider	DEM	72615	0.29118	
AZ	06	Darell	Tapp	W(LIB)/LIB	7712	0.03092	
AZ	06	Richard	Grayson	W(GRE)/GRE	3407	0.01366	
AZ	07	Raúl M.	Grijalva	DEM	79935	0.50228	
AZ	07	Ruth	McClung	REP	70385	0.44227	
AZ	07	Harley	Myer	IND	4506	0.02831	
AZ	07	George	Keane	LIB	4318	0.02713	
AZ	08	Gabrielle	Giffords	DEM	138280	0.48763	
AZ	08	Jesse	Kelly	REP	134124	0.47297	
AZ	08	Steven	Stoltz	LIB	11174	0.03940	
AZ	S	John	McCain	REP	1005615	0.58860	
AZ	S	Rodney	Glassman	DEM	592011	0.34651	
AZ	S	David F.	Nolan	LIB	80097	0.04688	
AZ	S	Jerry	Joslyn	GRE	24603	0.01440	
AZ	S	Ian	Gilyeat	W	5938	0.00348	
AZ	S	Loyd	Ellis	W	160	0.00009	
AZ	S	Santos	Chavez	W	39	0.00002	
AZ	S	Sydney	Dudikoff	W	14	0.00001	
AZ	S	Ray J.	Caplette	W	7	0.00000	
AR	01	Rick	Crawford	REP	93224	0.51787	
AR	01	Chad	Causey	DEM	78267	0.43478	
AR	01	Ken	Adler	GRE	8320	0.04622	
AR	01	Mickey	Higgins	W	196	0.00109	
AR	01		Scattered	W	9	0.00005	
AR	02	Tim	Griffin	REP	122091	0.57904	
AR	02	Joyce	Elliott	DEM	80687	0.38267	
AR	02	Lance	Levi	IND	4421	0.02097	
AR	02	Lewis	Kennedy	GRE	3599	0.01707	
AR	02		Scattered	W	40	0.00019	
AR	02	Danial	Suits	W	14	0.00007	
AR	03	Steve	Womack	REP	148581	0.72435	
AR	03	David	Whitaker	DEM	56542	0.27565	
AR	04	Mike	Ross	DEM	102479	0.57529	
AR	04	Beth Anne	Rankin	REP	71526	0.40153	
AR	04	Josh	Drake	GRE	4129	0.02318	
AR	S	John	Boozman	REP	451618	0.57903	
AR	S	Blanche Lambert	Lincoln	DEM	288156	0.36945	
AR	S	Trevor	Drown	IND	25234	0.03235	
AR	S	John Laney, III	Gray	GRE	14430	0.01850	
AR	S		Scattered	W	376	0.00048	
AR	S	Stephan "Troublemaker"	Hercher	W	143	0.00018	
CA	01	Mike	Thompson	DEM	147307	0.62793	
CA	01	Loren	Hanks	REP	72803	0.31034	
CA	01	Carol	Wolman	GRE	8486	0.03617	
CA	01	Mike	Rodrigues	LIB	5996	0.02556	
CA	02	Wally	Herger	REP	130837	0.57149	
CA	02	Jim	Reed	DEM	98092	0.42846	
CA	02	Mark A.	Jensen	W	11	0.00005	
CA	03	Dan	Lungren	REP	131169	0.50076	
CA	03	Ami	Bera	DEM	113128	0.43189	
CA	03	Jerry L.	Leidecker	AIP	6577	0.02511	
CA	03	Douglas Arthur	Tuma	LIB	6275	0.02396	
CA	03	Mike	Roskey	PAF	4789	0.01828	
CA	04	Tom	McClintock	REP	186397	0.61269	
CA	04	Clint	Curtis	DEM	95653	0.31441	
CA	04	Benjamin "Ben"	Emery	GRE	22179	0.07290	
CA	05	Doris	Matsui	DEM	124220	0.72049	
CA	05	Paul A.	Smith	REP	43577	0.25275	
CA	05	Gerald Allen	Frink	PAF	4594	0.02665	
CA	05	Tony	Lacy	W	19	0.00011	
CA	06	Lynn C.	Woolsey	DEM	172216	0.65945	
CA	06	Jim	Judd	REP	77361	0.29623	
CA	06	Eugene E.	Ruyle	PAF	5915	0.02265	
CA	06	Joel	Smollen	LIB	5660	0.02167	
CA	07	George	Miller	DEM	122118	0.68254	
CA	07	Rick	Tubbs	REP	56798	0.31746	
CA	08	Nancy	Pelosi	DEM	167957	0.80073	
CA	08	John	Dennis	REP	31771	0.15147	
CA	08	Gloria E.	La Riva	PAF	5161	0.02460	
CA	08	Philip	Berg	LIB	4843	0.02309	
CA	08	Summer	Shields	W	24	0.00011	
CA	09	Barbara	Lee	DEM	180400	0.84266	
CA	09	Gerald	Hashimoto	REP	23054	0.10769	
CA	09	Dave	Heller	GRE	4848	0.02265	
CA	09	James	Eyer	LIB	4113	0.01921	
CA	09	Larry	Allen	PAF	1670	0.00780	
CA	10	John	Garamendi	DEM	137578	0.58843	
CA	10	Gary	Clift	REP	88512	0.37857	
CA	10	Jeremy	Cloward	GRE	7716	0.03300	
CA	11	Jerry	McNerney	DEM	115361	0.47967	
CA	11	David	Harmer	REP	112703	0.46861	
CA	11	David	Christensen	AIP	12439	0.05172	
CA	12	Jackie	Speier	DEM	152044	0.75583	
CA	12	Mike	Moloney	REP	44475	0.22109	
CA	12	Mark Paul	Williams	LIB	4611	0.02292	
CA	12	Joseph Michael	Harding	W	32	0.00016	
CA	13	Fortney Pete	Stark	DEM	118278	0.71955	
CA	13	Forest	Baker	REP	45575	0.27726	
CA	13	Chris	Pareja	W	525	0.00319	
CA	14	Anna G.	Eshoo	DEM	151217	0.69090	
CA	14	Dave	Chapman	REP	60917	0.27833	
CA	14	Paul	Lazaga	LIB	6735	0.03077	
CA	15	Mike	Honda	DEM	126147	0.67597	
CA	15	Scott	Kirkland	REP	60468	0.32403	
CA	16	Zoe	Lofgren	DEM	105841	0.67822	
CA	16	Daniel	Sahagun	W(REP)/REP	37913	0.24294	
CA	16	Edward	Gonzalez	LIB	12304	0.07884	
CA	17	Sam	Farr	DEM	118734	0.66652	
CA	17	Jeff	Taylor	REP	53176	0.29851	
CA	17	Eric	Petersen	GRE	3397	0.01907	
CA	17	Mary V.	Larkin	LIB	2742	0.01539	
CA	17	Ronald P.	Kabat	W	90	0.00051	
CA	18	Dennis	Cardoza	DEM	72853	0.58484	
CA	18	Michael Clare, Sr.	Berryhill	REP	51716	0.41516	
CA	19	Jeff	Denham	REP	128394	0.64551	
CA	19	Loraine	Goodwin	DEM	69912	0.35149	
CA	19	Les	Marsden	DEM/W	596	0.00300	
CA	20	Jim	Costa	DEM	46247	0.51705	
CA	20	Andy	Vidak	REP	43197	0.48295	
CA	21	Devin G.	Nunes	REP	135979	1.00000	
CA	22	Kevin	McCarthy	REP	173490	0.98763	
CA	22	John	Uebersax	W	2173	0.01237	
CA	23	Lois	Capps	DEM	111768	0.57772	
CA	23	Tom	Watson	REP	72744	0.37601	
CA	23	John V.	Hager	IND	5625	0.02908	
CA	23	Darrell M.	Stafford	LIB	3326	0.01719	
CA	24	Elton	Gallegly	REP	144055	0.59940	
CA	24	Timothy J.	Allison	DEM	96279	0.40060	
CA	25	Howard P. "Buck"	McKeon	REP	118308	0.61833	
CA	25	Jackie	Conaway	DEM	73028	0.38167	
CA	26	David	Dreier	REP	112774	0.54128	
CA	26	Russ	Warner	DEM	76093	0.36522	
CA	26	David L.	Miller	AIP	12784	0.06136	
CA	26	Randall	Weissbuch	LIB	6696	0.03214	
CA	27	Brad	Sherman	DEM	102927	0.65151	
CA	27	Mark	Reed	REP	55056	0.34849	
CA	28	Howard L.	Berman	DEM	88385	0.69536	
CA	28	Merlin	Froyd	REP	28493	0.22417	
CA	28	Carlos A.	Rodriquez	LIB	10229	0.08048	
CA	29	Adam B.	Schiff	DEM	104374	0.64778	
CA	29	John P.	Colbert	REP	51534	0.31984	
CA	29	William P.	Cushing	LIB	5218	0.03238	
CA	30	Henry A.	Waxman	DEM	153663	0.64633	
CA	30	Charles E.	Wilkerson	REP	75948	0.31945	
CA	30	Erich D.	Miller	LIB	5021	0.02112	
CA	30	Richard R.	Castaldo	PAF	3115	0.01310	
CA	31	Xavier	Becerra	DEM	76363	0.83818	
CA	31	Sal	Genoves	DEM/W	3	0.00003	
CA	31	Stephen C.	Smith	REP	14740	0.16179	
CA	32	Judy	Chu	DEM	77759	0.71041	
CA	32	Edward "Ed"	Schmerling	REP	31697	0.28959	
CA	33	Karen	Bass	DEM	131990	0.86081	
CA	33	James L.	Andion	REP	21342	0.13919	
CA	33	Mervin Leon	Evans	W	1	0.00001	
CA	34	Lucille	Roybal-Allard	DEM	69382	0.77229	
CA	34	Wayne	Miller	REP	20457	0.22771	
CA	35	Maxine	Waters	DEM	98131	0.79334	
CA	35	K. Bruce	Brown	REP	25561	0.20665	
CA	35	Suleiman Charles	Edmondson	W	2	0.00002	
CA	36	Jane	Harman	DEM	114489	0.59619	
CA	36	Mattie	Fein	REP	66706	0.34736	
CA	36	Herb	Peters	LIB	10840	0.05645	
CA	37	Laura	Richardson	DEM	85799	0.68356	
CA	37	Star	Parker	REP	29159	0.23231	
CA	37	Nicholas	Dibs	IND	10560	0.08413	
CA	38	Grace F.	Napolitano	DEM	85459	0.73455	
CA	38	Robert	Vaughn	REP	30883	0.26545	
CA	39	Linda T.	Sanchez	DEM	81590	0.63267	
CA	39	Larry S.	Andre	REP	42037	0.32597	
CA	39	John A.	Smith	AIP	5334	0.04136	
CA	40	Ed	Royce	REP	119455	0.66789	
CA	40	Christina	Avalos	DEM	59400	0.33211	
CA	41	Jerry	Lewis	REP	127857	0.63206	
CA	41	Pat	Meagher	DEM	74394	0.36777	
CA	41	Pamela	Zander	W	35	0.00017	
CA	42	Gary G.	Miller	REP	127161	0.62212	
CA	42	Michael	Williamson	DEM	65122	0.31860	
CA	42	Mark	Lambert	LIB	12115	0.05927	
CA	43	Joe	Baca	DEM	70026	0.65496	
CA	43	Scott	Folkens	REP	36890	0.34504	
CA	44	Ken	Calvert	REP	107482	0.55614	
CA	44	Bill	Hedrick	DEM	85784	0.44386	
CA	45	Mary Bono	Mack	REP	106472	0.51485	
CA	45	Steve	Pougnet	DEM	87141	0.42138	
CA	45	Bill	Lussenheide	AIP	13188	0.06377	
CA	46	Dana	Rohrabacher	REP	139822	0.62203	
CA	46	Ken	Arnold	DEM	84940	0.37788	
CA	46	Jay A.	Shah	DEM/W	20	0.00009	
CA	47	Loretta	Sanchez	DEM	50832	0.52975	
CA	47	Van	Tran	REP	37679	0.39268	
CA	47	Cecilia "Ceci"	Iglesias	IND	7443	0.07757	
CA	48	John	Campbell	REP	145481	0.59938	
CA	48	Beth	Krom	DEM	88465	0.36447	
CA	48	Mike	Binkley	LIB	8773	0.03614	
CA	49	Darrell	Issa	REP	119088	0.62785	
CA	49	Howard	Katz	DEM	59714	0.31482	
CA	49	Dion	Clark	AIP	6585	0.03472	
CA	49	Mike	Paster	LIB	4290	0.02262	
CA	50	Brian P.	Bilbray	REP	142247	0.56654	
CA	50	Francine	Busby	DEM	97818	0.38959	
CA	50	Lars	Grossmith	LIB	5546	0.02209	
CA	50	Miriam E.	Clark	PAF	5470	0.02179	
CA	51	Bob	Filner	DEM	86423	0.60051	
CA	51	Nick	Popaditch	REP	57488	0.39946	
CA	51	Marcus Jay	Shapiro	W	5	0.00003	
CA	52	Duncan D.	Hunter	REP	139460	0.63086	
CA	52	Ray	Lutz	DEM	70870	0.32059	
CA	52	Michael	Benoit	LIB	10732	0.04855	
CA	53	Susan A.	Davis	DEM	104800	0.62259	
CA	53	Michael	Crimmins	REP	57230	0.33999	
CA	53	Paul	Dekker	LIB	6298	0.03742	
CA	S	Barbara	Boxer	DEM	5218137	0.52182	
CA	S	Carly	Fiorina	REP	4217386	0.42174	
CA	S	Gail K.	Lightfoot	LIB	175235	0.01752	
CA	S	Marsha	Feinland	PAF	135088	0.01351	
CA	S	Duane	Roberts	GRE	128512	0.01285	
CA	S	Edward C.	Noonan	AIP	125435	0.01254	
CA	S	James E.	Harris	W	41	0.00000	
CA	S	Connor	Vlakancic	W	11	0.00000	
CA	S	Jerry Leon	Carroll	W	10	0.00000	
CA	S	Hans J.	Kugler	W	5	0.00000	
CO	01	Diana	DeGette	DEM	140073	0.67424	
CO	01	Mike	Fallon	REP	59747	0.28759	
CO	01	Gary	Swing	GRE	2923	0.01407	
CO	01	Clint	Jones	LIB	2867	0.01380	
CO	01	Chris	Styskal	AMC	2141	0.01031	
CO	02	Jared	Polis	DEM	148768	0.57414	
CO	02	Stephen	Bailey	REP	98194	0.37896	
CO	02	Jenna	Goss	AMC	7087	0.02735	
CO	02	Curtis	Harris	LIB	5060	0.01953	
CO	02	Henry	Raibourn	W	7	0.00003	
CO	03	Scott R.	Tipton	REP	131227	0.49870	
CO	03	John	Salazar	DEM	121114	0.46027	
CO	03	Gregory	Gilman	LIB	5745	0.02183	
CO	03	Jake	Segrest	UN	5018	0.01907	
CO	03	John W., Sr	Hargis	W	23	0.00009	
CO	03	James	Fritz	W	11	0.00004	
CO	04	Cory	Gardner	REP	138634	0.52477	
CO	04	Betsy	Markey	DEM	109249	0.41354	
CO	04	Doug	Aden	AMC	12312	0.04660	
CO	04	Ken "Wasko"	Waszkiewicz	UN	3986	0.01509	
CO	05	Doug	Lamborn	REP	152829	0.65752	
CO	05	Kevin	Bradley	DEM	68039	0.29272	
CO	05	Brian "Barron X"	Scott	AMC	5886	0.02532	
CO	05	Jerell	Klaver	LIB	5680	0.02444	
CO	06	Mike	Coffman	REP	217400	0.65672	
CO	06	John	Flerlage	DEM	104159	0.31464	
CO	06	Rob	McNealy	LIB	9471	0.02861	
CO	06	Michael Shawn	Kearns	W	7	0.00002	
CO	07	Ed	Perlmutter	DEM	112667	0.53445	
CO	07	Ryan	Frazier	REP	88026	0.41756	
CO	07	Buck	Bailey	LIB	10117	0.04799	
CO	S	Michael F.	Bennet	DEM	854685	0.48079	
CO	S	Ken	Buck	REP	824789	0.46397	
CO	S	Bob	Kinsey	GRE	38884	0.02187	
CO	S	Maclyn "Mac"	Stringer	LIB	22646	0.01274	
CO	S	Jason	Napolitano	UN	19450	0.01094	
CO	S	Charley	Miller	UN	11351	0.00639	
CO	S	J.	Moromisato	UN	5780	0.00325	
CO	S	Robert	Rank	W	52	0.00003	
CO	S	Michele M.	Newman	W	20	0.00001	
CO	S	Bruce E.	Lohmiller	W	11	0.00001	
CT	01	John B.	Larson	DEM	130538	0.57750	
CT	01	John B.	Larson	WF	7902	0.03496	
CT	01	Ann	Brickley	REP	84076	0.37196	
CT	01	Kenneth J.	Krayeske	GRE	2564	0.01134	
CT	01	Christopher J.	Hutchinson	SOA	955	0.00422	
CT	01	Daniel J.	Stepanek	W	3	0.00001	
CT	02	Joe	Courtney	DEM	140888	0.57084	
CT	02	Joe	Courtney	WF	6860	0.02779	
CT	02	G. Scott	Deshefy	GRE	3344	0.01355	
CT	02	Daniel	Reale	W	27	0.00011	
CT	02	Muriel P.	Bianchi	W	19	0.00008	
CT	03	Rosa L.	DeLauro	DEM	134544	0.60973	
CT	03	Rosa L.	DeLauro	WF	9021	0.04088	
CT	03	Jerry, Jr.	Labriola	REP	74107	0.33584	
CT	03	Charles A.	Pillsbury	GRE	2984	0.01352	
CT	03	Boaz	Itshaky	W	5	0.00002	
CT	04	Jim	Himes	DEM	110746	0.50943	
CT	04	Jim	Himes	WF	4605	0.02118	
CT	04	Dan	Debicella	REP	102030	0.46934	
CT	04	Eugene	Flanagan	W	10	0.00005	
CT	05	Chris	Murphy	DEM	118231	0.52015	
CT	05	Chris	Murphy	WF	4648	0.02045	
CT	05	Sam S. F.	Caligiuri	IND	2310	0.01016	
CT	05	Sam S. F.	Caligiuri	REP	102092	0.44914	
CT	05	John	Pistone	W	20	0.00009	
CT	05	Elmon	Smith	W	2	0.00001	
CT	S	Richard	Blumenthal	DEM	605204	0.52484	
CT	S	Richard	Blumenthal	WF	30836	0.02674	
CT	S	Warren B.	Mosler	DEM/IND	11275	0.00978	
CT	S	Linda E.	McMahon	REP	498341	0.43217	
CT	S	John	Mertens	CFL	6735	0.00584	
CT	S	Brian K.	Hill	W	559	0.00048	
CT	S	Jeff	Russell	W	45	0.00004	
CT	S	Todd	Vachon	W	45	0.00004	
CT	S	Carl E.	Vassar	W	31	0.00003	
CT	S	Jay J.	Giles	W	17	0.00001	
CT	S	John	Traceski	W	15	0.00001	
CT	S	Matthew	Coleman	W	7	0.00001	
CT	S	Dave	Olszta	W	5	0.00000	
DE	00	John C., Jr.	Carney	DEM	173543	0.56781	
DE	00	Glen	Urquhart	REP	125442	0.41043	
DE	00	Earl R.	Lofland	IDE	3704	0.01212	
DE	00	Brent A.	Wangen	LIB	1986	0.00650	
DE	00	Jeffrey	Brown	TBE	961	0.00314	
DE	S - UNEXPIRED TERM	Christopher A.	Coons	DEM	174012	0.56607	
DE	S - UNEXPIRED TERM	Christine	O'Donnell	REP	123053	0.40030	
DE	S - UNEXPIRED TERM	Glenn A.	Miller	IDE	8201	0.02668	
DE	S - UNEXPIRED TERM	James W., Jr.	Rash	LIB	2101	0.00683	
DE	S - UNEXPIRED TERM	Maurice F.	Bourgeois	W	25	0.00008	
DE	S - UNEXPIRED TERM	Samtra	Devard	W	10	0.00003	
DC	00	Eleanor Holmes	Norton	DEM	117990	0.88944	
DC	00	Missy Reilly	Smith	REP	8109	0.06113	
DC	00	Rick	Tingling-Clemmons	DCG	4413	0.03327	
DC	00		Scattered	W	1359	0.01024	
DC	00	Queen	Noble	SHE	785	0.00592	
FL	01	Jeff	Miller	REP	170821	0.80000	
FL	01	Joe	Cantrell	NPA	23250	0.10889	
FL	01	John	Krause	NPA	18253	0.08548	
FL	01	Jim	Bryan	W	1202	0.00563	
FL	02	Steve	Southerland	REP	136371	0.53597	
FL	02	Allen	Boyd	DEM	105211	0.41350	
FL	02	Paul C.	McKain	NPA	7135	0.02804	
FL	02	Dianne	Berryhill	NPA	5705	0.02242	
FL	02	Ray	Netherwood	W	16	0.00006	
FL	03	Corinne	Brown	DEM	94744	0.63036	
FL	03	Michael "Mike"	Yost	REP	50932	0.33887	
FL	03	Terry	Martin-Back	NPA	4625	0.03077	
FL	04	Ander	Crenshaw	REP	178238	0.77211	
FL	04	Troy D.	Stanley	NPA	52540	0.22760	
FL	04	Deborah "Deb" Katz	Pueschel	W	40	0.00017	
FL	04	Gary L.	Koniz	W	27	0.00012	
FL	05	Richard B. "Rich"	Nugent	REP	208815	0.67431	
FL	05	James "Jim"	Piccillo	DEM	100858	0.32569	
FL	06	Clifford B. "Cliff"	Stearns	REP	179349	0.71459	
FL	06	Steve	Schonberg	NPA	71632	0.28541	
FL	07	John L.	Mica	REP	185470	0.69031	
FL	07	Heather	Beaven	DEM	83206	0.30969	
FL	08	Daniel	Webster	REP	123586	0.56113	
FL	08	Alan	Grayson	DEM	84167	0.38215	
FL	08	Peg	Dunmire	TEA	8337	0.03785	
FL	08	George L.	Metcalfe	NPA	4143	0.01881	
FL	08	Steven J.	Gerritzen	W	11	0.00005	
FL	09	Gus Michael	Bilirakis	REP	165433	0.71433	
FL	09	Anita	de Palma	DEM	66158	0.28567	
FL	10	C.W. Bill	Young	REP	137943	0.65921	
FL	10	Charlie	Justice	DEM	71313	0.34079	
FL	11	Kathy	Castor	DEM	91328	0.59635	
FL	11	Mike	Prendergast	REP	61817	0.40365	
FL	12	Dennis A.	Ross	REP	102704	0.48143	
FL	12	Lori	Edwards	DEM	87769	0.41142	
FL	12	Randy	Wilkinson	TEA	22857	0.10714	
FL	13	Vern	Buchanan	REP	183811	0.68860	
FL	13	James T.	Golden	DEM	83123	0.31140	
FL	14	Connie	Mack	REP	188341	0.68565	
FL	14	James Lloyd	Roach	DEM	74525	0.27130	
FL	14	William Maverick	St. Claire	NPA	11825	0.04305	
FL	15	Bill	Posey	REP	157079	0.64728	
FL	15	Shannon	Roberts	DEM	85595	0.35272	
FL	16	Tom	Rooney	REP	162285	0.66849	
FL	16	Jim	Horn	DEM	80327	0.33089	
FL	16	William	Dean	W	151	0.00062	
FL	17	Frederica S.	Wilson	DEM	106361	0.86213	
FL	17	Roderick D.	Vereen	NPA	17009	0.13787	
FL	18	Ileana	Ros-Lehtinen	REP	102360	0.68885	
FL	18	Rolando A.	Banciella	DEM	46235	0.31115	
FL	19	Ted	Deutch	DEM	132098	0.62588	
FL	19	Joe	Budd	REP	78733	0.37304	
FL	19	Stan	Smilan	W	228	0.00108	
FL	20	Debbie Wasserman	Schultz	DEM	100787	0.60146	
FL	20	Karen	Harrington	REP	63845	0.38100	
FL	20	Stanley	Blumenthal	NPA	1663	0.00992	
FL	20	Robert	Kunst	NPA	1272	0.00759	
FL	20	Clayton	Schock	W	3	0.00002	
FL	22	Allen	West	REP	118890	0.54364	
FL	22	Ron	Klein	DEM	99804	0.45636	
FL	23	Alcee L.	Hastings	DEM	100066	0.79116	
FL	23	Bernard	Sansaricq	REP	26414	0.20884	
FL	24	Sandra "Sandy"	Adams	REP	146129	0.59637	
FL	24	Suzanne	Kosmas	DEM	98787	0.40316	
FL	24	Nicholas, III	Ruiz	W	115	0.00047	
FL	25	David	Rivera	REP	74859	0.52147	
FL	25	Joe	Garcia	DEM	61138	0.42589	
FL	25	Roly	Arrojo	TEA	4312	0.03004	
FL	25	Craig	Porter	FWP	3244	0.02260	
FL	S	Marco	Rubio	REP	2645743	0.48895	
FL	S	Kendrick B.	Meek	DEM	1092936	0.20198	
FL	S	Charlie	Crist	NPA	1607549	0.29708	
FL	S	Alexander Andrew	Snitker	LIB	24850	0.00459	
FL	S	Sue	Askeland	NPA	15340	0.00283	
FL	S	Rick	Tyler	NPA	7397	0.00137	
FL	S	Bernie	DeCastro	CPF	4792	0.00089	
FL	S	Lewis Jerome	Armstrong	NPA	4443	0.00082	
FL	S	Bobbie	Bean	NPA	4301	0.00079	
FL	S	Bruce Ray	Riggs	NPA	3647	0.00067	
FL	S	Piotr	Blass	W	47	0.00001	
FL	S	Richard	Lock	W	18	0.00000	
